"Query","Entrez","Symbol","Name","Comment"
"Skint11","230623","Skint11","selection and upkeep of intraepithelial T cells 11","1"
"Vmn1r12","626397","Vmn1r12","vomeronasal 1 receptor 12","1"
"Zfp809","235047","Zfp809","zinc finger protein 809","1"
"Olfr541","258964","Olfr541","olfactory receptor 541","1"
"Tdpoz3","399674","Tdpoz3","TD and POZ domain containing 3","1"
"Mdn1","100019","Mdn1","midasin homolog (yeast)","1"
"11-Sep","NA","NA","NA","0"
"Olfr502","258734","Olfr502","olfactory receptor 502","1"
"Serpinb3d","394252","Serpinb3d","serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3D","1"
"Ces5a","67935","Ces5a","carboxylesterase 5A","1"
"Adtrp","NA","NA","NA","0"
"Zscan5b","170734","Zscan5b","zinc finger and SCAN domain containing 5B","1"
"Vmn1r237","171234","Vmn1r237","vomeronasal 1 receptor 237","1"
"4933430I17Rik","214106","4933430I17Rik","RIKEN cDNA 4933430I17 gene","1"
"Defb35","246084","Defb35","defensin beta 35","1"
"Palld","72333","Palld","palladin, cytoskeletal associated protein","1"
"Mettl7a3","668178","Mettl7a3","methyltransferase like 7A3","1"
"Trim31","224762","Trim31","tripartite motif-containing 31","1"
"Gm10036","100040551","Gm10036","ribosomal protein L11 pseudogene","1"
"Eml1","68519","Eml1","echinoderm microtubule associated protein like 1","1"
"Olfr818","258773","Olfr818","olfactory receptor 818","1"
"Sdhc","66052","Sdhc","succinate dehydrogenase complex, subunit C, integral membrane protein","1"
"Olfr825","258672","Olfr825","olfactory receptor 825","1"
"Zfp729b","NA","NA","NA","0"
"Nfam1","74039","Nfam1","Nfat activating molecule with ITAM motif 1","1"
"Olfr127","258374","Olfr127","olfactory receptor 127","1"
"Gm5771","436523","Gm5771","predicted gene 5771","1"
"H2-M10.3","110696","H2-M10.3","histocompatibility 2, M region locus 10.3","1"
"Tpm3-rs7","621054","Tpm3-rs7","tropomyosin 3, related sequence 7","1"
"Vmn1r82","171268","Vmn1r82","vomeronasal 1 receptor 82","1"
"Gstm1","14862","Gstm1","glutathione S-transferase, mu 1","1"
"Adamts17","233332","Adamts17","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 17","1"
"Xlr3c","22446","Xlr3c","X-linked lymphocyte-regulated 3C","1"
"Chsy3","78923","Chsy3","chondroitin sulfate synthase 3","1"
"Sez6l","56747","Sez6l","seizure related 6 homolog like","1"
"Gm5431","432555","Gm5431","predicted gene 5431","1"
"Krtap6-1","16700","Krtap6-1","keratin associated protein 6-1","1"
"Smco4","NA","NA","NA","0"
"Gm5148","381438","Gm5148","predicted gene 5148","1"
"Gm5407","386061","Gm5407","predicted gene 5407","1"
"Mmel1","27390","Mmel1","membrane metallo-endopeptidase-like 1","1"
"Gm13242","100041379","Gm13242","predicted gene 13242","1"
"Olfr746","258295","Olfr746","olfactory receptor 746","1"
"Zfp846","244721","Zfp846","zinc finger protein 846","1"
"Olfr1126","258834","Olfr1126","olfactory receptor 1126","1"
"Olfr66","18367","Olfr66","olfactory receptor 66","1"
"Serpina3k","20714","Serpina3k","serine (or cysteine) peptidase inhibitor, clade A, member 3K","1"
"BC021614","225884","BC021614","cDNA sequence BC021614","1"
"Arhgap35","NA","NA","NA","0"
"Usf2","22282","Usf2","upstream transcription factor 2","1"
"Cryzl1","66609","Cryzl1","crystallin, zeta (quinone reductase)-like 1","1"
"Olfr506","258215","Olfr506","olfactory receptor 506","1"
"Gm10037","328280","Gm10037","predicted gene 10037","1"
"Kcnh1","16510","Kcnh1","potassium voltage-gated channel, subfamily H (eag-related), member 1","1"
"Tas2r138","387513","Tas2r138","taste receptor, type 2, member 138","1"
"Olfr822","258666","Olfr822","olfactory receptor 822","1"
"1700008I05Rik","71841","1700008I05Rik","RIKEN cDNA 1700008I05 gene","1"
"Tspan7","21912","Tspan7","tetraspanin 7","1"
"Idi1","319554","Idi1","isopentenyl-diphosphate delta isomerase","1"
"Serpina9","71907","Serpina9","serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9","1"
"Mrps14","64659","Mrps14","mitochondrial ribosomal protein S14","1"
"Olfr25","18323","Olfr25","olfactory receptor 25","1"
"Olfr412","258153","Olfr412","olfactory receptor 412","1"
"Gm12253","624860","Gm12253","predicted gene 12253","1"
"Espl1","105988","Espl1","extra spindle poles-like 1 (S. cerevisiae)","1"
"Zfp68","24135","Zfp68","zinc finger protein 68","1"
"Prp2","83380","Prp2","proline rich protein 2","1"
"Spock2","94214","Spock2","sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2","1"
"Mcm9","71567","Mcm9","minichromosome maintenance complex component 9","1"
"Upf1","19704","Upf1","UPF1 regulator of nonsense transcripts homolog (yeast)","1"
"Ube2e2","218793","Ube2e2","ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog, yeast)","1"
"Phf21a","192285","Phf21a","PHD finger protein 21A","1"
"Dock1","330662","Dock1","dedicator of cytokinesis 1","1"
"Xlr5a","574438","Xlr5a","X-linked lymphocyte-regulated 5A","1"
"Zfp85","NA","NA","NA","0"
"Tas2r117","353166","Tas2r117","taste receptor, type 2, member 117","1"
"Smim4","NA","NA","NA","0"
"Krt6a","16687","Krt6a","keratin 6A","1"
"Abce1","24015","Abce1","ATP-binding cassette, sub-family E (OABP), member 1","1"
"Krtap21-1","NA","NA","NA","0"
"Hist1h2bg","319181","Hist1h2bg","histone cluster 1, H2bg","1"
"Phtf1","18685","Phtf1","putative homeodomain transcription factor 1","1"
"Rrp1b","72462","Rrp1b","ribosomal RNA processing 1 homolog B (S. cerevisiae)","1"
"Gpr182","11536","Gpr182","G protein-coupled receptor 182","1"
"Prss43","272643","Prss43","protease, serine, 43","1"
"Vmn1r64","404285","Vmn1r64","vomeronasal 1 receptor 64","1"
"Qrfpr","229214","Qrfpr","pyroglutamylated RFamide peptide receptor","1"
"Zfp420","233058","Zfp420","zinc finger protein 420","1"
"Txndc9","98258","Txndc9","thioredoxin domain containing 9","1"
"Syt17","110058","Syt17","synaptotagmin XVII","1"
"Cxcl2","20310","Cxcl2","chemokine (C-X-C motif) ligand 2","1"
"Btnl4","NA","NA","NA","0"
"Nrf1","18181","Nrf1","nuclear respiratory factor 1","1"
"Panx2","406218","Panx2","pannexin 2","1"
"Rpl10-ps3","100043346","Rpl10-ps3","ribosomal protein L20, pseudogene 3","1"
"Map2k5","23938","Map2k5","mitogen-activated protein kinase kinase 5","1"
"Znrf2","387524","Znrf2","zinc and ring finger 2","1"
"Gm26920","NA","NA","NA","0"
"Dhcr7","13360","Dhcr7","7-dehydrocholesterol reductase","1"
"Gm8369","666926","Gm8369","predicted gene 8369","1"
"Wdr91","101240","Wdr91","WD repeat domain 91","1"
"Kl","16591","Kl","klotho","1"
"Olfr869","258550","Olfr869","olfactory receptor 869","1"
"Rnf207","433809","Rnf207","ring finger protein 207","1"
"Pip","18716","Pip","prolactin induced protein","1"
"Fam133b","68152","Fam133b","family with sequence similarity 133, member B","1"
"Olfr801","258282","Olfr801","olfactory receptor 801","1"
"Olfr933","258433","Olfr933","olfactory receptor 933","1"
"Mup5","17844","Mup5","major urinary protein 5","1"
"AW822073","NA","NA","NA","0"
"Rpl23a","268449","Rpl23a","ribosomal protein L23A","1"
"Dppa4","73693","Dppa4","developmental pluripotency associated 4","1"
"Rpl5","100503670","Rpl5","ribosomal protein L5","1"
"Defb50","387334","Defb50","defensin beta 50","1"
"Tmed9","67511","Tmed9","transmembrane emp24 protein transport domain containing 9","1"
"Gpc6","23888","Gpc6","glypican 6","1"
"Cela2a","13706","Cela2a","chymotrypsin-like elastase family, member 2A","1"
"Serhl","68607","Serhl","serine hydrolase-like","1"
"Tmod3","50875","Tmod3","tropomodulin 3","1"
"Vmn1r21","171201","Vmn1r21","vomeronasal 1 receptor 21","1"
"Anks1b","77531","Anks1b","ankyrin repeat and sterile alpha motif domain containing 1B","1"
"Fbxo18","50755","Fbxo18","F-box protein 18","1"
"Rpl30","19946","Rpl30","ribosomal protein L30","1"
"AY761184","382000","AY761184","cDNA sequence AY761184","1"
"Adra2b","11552","Adra2b","adrenergic receptor, alpha 2b","1"
"Gda","14544","Gda","guanine deaminase","1"
"Capn11","268958","Capn11","calpain 11","1"
"Olfr875","258744","Olfr875","olfactory receptor 875","1"
"Vmn1r63","81017","Vmn1r63","vomeronasal 1 receptor 63","1"
"Zfp110","65020","Zfp110","zinc finger protein 110","1"
"Speer4f","70935","Speer4f","spermatogenesis associated glutamate (E)-rich protein 4f","1"
"Eif4b","75705","Eif4b","eukaryotic translation initiation factor 4B","1"
"Samd12","320679","Samd12","sterile alpha motif domain containing 12","1"
"Olfr58","18358","Olfr58","olfactory receptor 58","1"
"Olfr69","18370","Olfr69","olfactory receptor 69","1"
"En1","13798","En1","engrailed 1","1"
"Nkx2-9","18094","Nkx2-9","NK2 transcription factor related, locus 9 (Drosophila)","1"
"4932411N23Rik","237029","4932411N23Rik","RIKEN cDNA 4932411N23 gene","1"
"Tubb2a","22151","Tubb2a","tubulin, beta 2A class IIA","1"
"Vmn2r51","100042921","Vmn2r51","vomeronasal 2, receptor 51","1"
"Ccser2","NA","NA","NA","0"
"Olfr846","258279","Olfr846","olfactory receptor 846","1"
"Memo1","76890","Memo1","mediator of cell motility 1","1"
"0610030E20Rik","68364","0610030E20Rik","RIKEN cDNA 0610030E20 gene","1"
"Egln2","112406","Egln2","EGL nine homolog 2 (C. elegans)","1"
"Fcer1g","14127","Fcer1g","Fc receptor, IgE, high affinity I, gamma polypeptide","1"
"Gm4763","210155","Gm4763","predicted gene 4763","1"
"Gm11937","100041488","Gm11937","predicted gene 11937","1"
"Cd300c","387565","Cd300c","CD300C antigen","1"
"Lin9","72568","Lin9","lin-9 homolog (C. elegans)","1"
"Vmn1r15","113863","Vmn1r15","vomeronasal 1 receptor 15","1"
"Kcnt1","227632","Kcnt1","potassium channel, subfamily T, member 1","1"
"Prr19","623131","Prr19","proline rich 19","1"
"Kcnj14","211480","Kcnj14","potassium inwardly-rectifying channel, subfamily J, member 14","1"
"Zfp958","233987","Zfp958","zinc finger protein 958","1"
"Osm","18413","Osm","oncostatin M","1"
"Thra","21833","Thra","thyroid hormone receptor alpha","1"
"Rnf169","108937","Rnf169","ring finger protein 169","1"
"Hist1h1b","56702","Hist1h1b","histone cluster 1, H1b","1"
"Cds2","110911","Cds2","CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2","1"
"Nfe2","18022","Nfe2","nuclear factor, erythroid derived 2","1"
"Nap1l1","53605","Nap1l1","nucleosome assembly protein 1-like 1","1"
"Olfr97","258505","Olfr97","olfactory receptor 97","1"
"Col13a1","12817","Col13a1","collagen, type XIII, alpha 1","1"
"Olfr331","100502887","Olfr331","olfactory receptor 331","1"
"Pirb","NA","NA","NA","0"
"Olfr146","258742","Olfr146","olfactory receptor 146","1"
"Opn1sw","12057","Opn1sw","opsin 1 (cone pigments), short-wave-sensitive (color blindness, tritan)","1"
"2810428I15Rik","66462","2810428I15Rik","RIKEN cDNA 2810428I15 gene","1"
"Abi1","11308","Abi1","abl-interactor 1","1"
"Olfr952","235248","Olfr952","olfactory receptor 952","1"
"Zfp516","329003","Zfp516","zinc finger protein 516","1"
"Zfp708","432769","Zfp708","zinc finger protein 708","1"
"Olfr1025-ps1","258083","Olfr1025-ps1","olfactory receptor 1025, pseudogene 1","1"
"Deaf1","54006","Deaf1","deformed epidermal autoregulatory factor 1 (Drosophila)","1"
"Col25a1","77018","Col25a1","collagen, type XXV, alpha 1","1"
"Rsl1","380855","Rsl1","regulator of sex limited protein 1","1"
"Olfr1413","259039","Olfr1413","olfactory receptor 1413","1"
"C1qtnf3","81799","C1qtnf3","C1q and tumor necrosis factor related protein 3","1"
"Slc10a5","241877","Slc10a5","solute carrier family 10 (sodium/bile acid cotransporter family), member 5","1"
"Vmn1r6","171193","Vmn1r6","vomeronasal 1 receptor 6","1"
"1700011I03Rik","75444","1700011I03Rik","RIKEN cDNA 1700011I03 gene","1"
"Gm10053","672195","Gm10053","cytochrome c, somatic pseudogene","1"
"Gm2174","100039346","Gm2174","predicted gene 2174","1"
"1700018C11Rik","75524","1700018C11Rik","RIKEN cDNA 1700018C11 gene","1"
"Cfi","12630","Cfi","complement component factor i","1"
"Fam57b","68952","Fam57b","family with sequence similarity 57, member B","1"
"Kcnc1","16502","Kcnc1","potassium voltage gated channel, Shaw-related subfamily, member 1","1"
"Usp17lc","NA","NA","NA","0"
"Cecr5","214932","Cecr5","cat eye syndrome chromosome region, candidate 5 homolog (human)","1"
"Olfr1406","258758","Olfr1406","olfactory receptor 1406","1"
"Vwa8","NA","NA","NA","0"
"Grin2a","14811","Grin2a","glutamate receptor, ionotropic, NMDA2A (epsilon 1)","1"
"Hnrnpa3","229279","Hnrnpa3","heterogeneous nuclear ribonucleoprotein A3","1"
"Sh2d3c","27387","Sh2d3c","SH2 domain containing 3C","1"
"Kcp","333088","Kcp","kielin/chordin-like protein","1"
"Olfr1201","258897","Olfr1201","olfactory receptor 1201","1"
"Olfr128","383243","Olfr128","olfactory receptor 128","1"
"Olfr482","258728","Olfr482","olfactory receptor 482","1"
"Eno1b","NA","NA","NA","0"
"Klk1b9","13648","Klk1b9","kallikrein 1-related peptidase b9","1"
"Olfr15","18312","Olfr15","olfactory receptor 15","1"
"Frem1","329872","Frem1","Fras1 related extracellular matrix protein 1","1"
"Rad51b","NA","NA","NA","0"
"Olfr749","56858","Olfr749","olfactory receptor 749","1"
"Rpl18","19899","Rpl18","ribosomal protein L18","1"
"Pth","19226","Pth","parathyroid hormone","1"
"Olfr698","258595","Olfr698","olfactory receptor 698","1"
"Fcgr4","246256","Fcgr4","Fc receptor, IgG, low affinity IV","1"
"Olfr157","100040268","Olfr157","olfactory receptor 157","1"
"Olfr1504","258627","Olfr1504","olfactory receptor 1504","1"
"Olfr961","258497","Olfr961","olfactory receptor 961","1"
"Ifitm6","213002","Ifitm6","interferon induced transmembrane protein 6","1"
"Olfr1263","258790","Olfr1263","olfactory receptor 1263","1"
"Gm10061","100040281","Gm10061","predicted gene 10061","1"
"Lrrc74a","NA","NA","NA","0"
"Nap1l4","17955","Nap1l4","nucleosome assembly protein 1-like 4","1"
"Ifnl2","NA","NA","NA","0"
"Olfr814","259165","Olfr814","olfactory receptor 814","1"
"Olfr539","258963","Olfr539","olfactory receptor 539","1"
"Zfp945","240041","Zfp945","zinc finger protein 945","1"
"Ntrk3","18213","Ntrk3","neurotrophic tyrosine kinase, receptor, type 3","1"
"Mfsd4","213006","Mfsd4","major facilitator superfamily domain containing 4","1"
"Krt40","406221","Krt40","keratin 40","1"
"Pde1a","18573","Pde1a","phosphodiesterase 1A, calmodulin-dependent","1"
"Skap2","54353","Skap2","src family associated phosphoprotein 2","1"
"Mtfmt","69606","Mtfmt","mitochondrial methionyl-tRNA formyltransferase","1"
"Fam19a1","320265","Fam19a1","family with sequence similarity 19, member A1","1"
"Olfr913","258225","Olfr913","olfactory receptor 913","1"
"Lep","16846","Lep","leptin","1"
"Il1rapl2","60367","Il1rapl2","interleukin 1 receptor accessory protein-like 2","1"
"Olfr1130","258835","Olfr1130","olfactory receptor 1130","1"
"Vmn1r71","252910","Vmn1r71","vomeronasal 1 receptor 71","1"
"Hnrnpm","76936","Hnrnpm","heterogeneous nuclear ribonucleoprotein M","1"
"Ddn","13199","Ddn","dendrin","1"
"Gm13084","381569","Gm13084","predicted gene 13084","1"
"Olfr494","258732","Olfr494","olfactory receptor 494","1"
"Defb4","56519","Defb4","defensin beta 4","1"
"Foxb1","64290","Foxb1","forkhead box B1","1"
"9-Sep","NA","NA","NA","0"
"Olfr345","258947","Olfr345","olfactory receptor 345","1"
"Gzmd","14941","Gzmd","granzyme D","1"
"Usp47","74996","Usp47","ubiquitin specific peptidase 47","1"
"Zc3h4","330474","Zc3h4","zinc finger CCCH-type containing 4","1"
"Naa38","76522","Naa38","N(alpha)-acetyltransferase 38, NatC auxiliary subunit","1"
"Olfr224","258198","Olfr224","olfactory receptor 224","1"
"Vpreb2","22363","Vpreb2","pre-B lymphocyte gene 2","1"
"Cdyl","12593","Cdyl","chromodomain protein, Y chromosome-like","1"
"Rpl11","67025","Rpl11","ribosomal protein L11","1"
"Gm5434","432649","Gm5434","ubiquitin-conjugating enzyme E2F (putative) pseudogene","1"
"Olfr836","258557","Olfr836","olfactory receptor 836","1"
"Vpreb1","22362","Vpreb1","pre-B lymphocyte gene 1","1"
"Slc27a4","26569","Slc27a4","solute carrier family 27 (fatty acid transporter), member 4","1"
"Olfr295","258850","Olfr295","olfactory receptor 295","1"
"Tonsl","72749","Tonsl","tonsoku-like, DNA repair protein","1"
"Hopx","74318","Hopx","HOP homeobox","1"
"Csf2ra","12982","Csf2ra","colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)","1"
"Eda","13607","Eda","ectodysplasin-A","1"
"Zfp36l3","333473","Zfp36l3","zinc finger protein 36, C3H type-like 3","1"
"Slc14a1","108052","Slc14a1","solute carrier family 14 (urea transporter), member 1","1"
"Aldoart1","353204","Aldoart1","aldolase 1 A retrogene 1","1"
"Wdr83os","NA","NA","NA","0"
"Nrsn2","228777","Nrsn2","neurensin 2","1"
"Fxn","14297","Fxn","frataxin","1"
"Olfr959","258501","Olfr959","olfactory receptor 959","1"
"Olfr427","259162","Olfr427","olfactory receptor 427","1"
"Vmn1r33","171187","Vmn1r33","vomeronasal 1 receptor 33","1"
"Olfr1014","258562","Olfr1014","olfactory receptor 1014","1"
"Tas2r120","387348","Tas2r120","taste receptor, type 2, member 120","1"
"Gfral","404194","Gfral","GDNF family receptor alpha like","1"
"Nkapl","66707","Nkapl","NFKB activating protein-like","1"
"Olfr54","18354","Olfr54","olfactory receptor 54","1"
"Mamld1","333639","Mamld1","mastermind-like domain containing 1","1"
"Tmprss9","432478","Tmprss9","transmembrane protease, serine 9","1"
"Mrgprh","80978","Mrgprh","MAS-related GPR, member H","1"
"Ppp2r5d","21770","Ppp2r5d","protein phosphatase 2, regulatory subunit B (B56), delta isoform","1"
"Tas2r125","387352","Tas2r125","taste receptor, type 2, member 125","1"
"Olfr434","258366","Olfr434","olfactory receptor 434","1"
"Fxyd2","11936","Fxyd2","FXYD domain-containing ion transport regulator 2","1"
"Zfp933","242747","Zfp933","zinc finger protein 933","1"
"Olfr365","258656","Olfr365","olfactory receptor 365","1"
"Actg2","11468","Actg2","actin, gamma 2, smooth muscle, enteric","1"
"Gckr","231103","Gckr","glucokinase regulatory protein","1"
"Max","17187","Max","Max protein","1"
"Bcas3","192197","Bcas3","breast carcinoma amplified sequence 3","1"
"Hadhb","231086","Hadhb","hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit","1"
"Olfr156","29846","Olfr156","olfactory receptor 156","1"
"Plac8l1","69401","Plac8l1","PLAC8-like 1","1"
"Ptk2b","19229","Ptk2b","PTK2 protein tyrosine kinase 2 beta","1"
"Gm10065","791358","Gm10065","predicted gene 10065","1"
"Olfr286","629524","Olfr286","olfactory receptor 286","1"
"Spag11b","546038","Spag11b","sperm associated antigen 11B","1"
"Olfr979","259112","Olfr979","olfactory receptor 979","1"
"Mbtd1","103537","Mbtd1","mbt domain containing 1","1"
"Zfp426","235028","Zfp426","zinc finger protein 426","1"
"B3gnt8","232984","B3gnt8","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8","1"
"Plg","18815","Plg","plasminogen","1"
"2610301B20Rik","67157","2610301B20Rik","RIKEN cDNA 2610301B20 gene","1"
"Kbtbd2","210973","Kbtbd2","kelch repeat and BTB (POZ) domain containing 2","1"
"Olfr727","258316","Olfr727","olfactory receptor 727","1"
"Nhs","195727","Nhs","Nance-Horan syndrome (human)","1"
"Arhgef12","69632","Arhgef12","Rho guanine nucleotide exchange factor (GEF) 12","1"
"Fcgr3","14131","Fcgr3","Fc receptor, IgG, low affinity III","1"
"Olfr248","258709","Olfr248","olfactory receptor 248","1"
"Olfr314","257917","Olfr314","olfactory receptor 314","1"
"Znhit1","70103","Znhit1","zinc finger, HIT domain containing 1","1"
"Uqcr10","66152","Uqcr10","ubiquinol-cytochrome c reductase, complex III subunit X","1"
"Tcea2","21400","Tcea2","transcription elongation factor A (SII), 2","1"
"Fbxw26","382109","Fbxw26","F-box and WD-40 domain protein 26","1"
"Trp53","22059","Trp53","transformation related protein 53","1"
"Ccdc28a","215814","Ccdc28a","coiled-coil domain containing 28A","1"
"Tor4a","NA","NA","NA","0"
"Ccdc154","207209","Ccdc154","coiled-coil domain containing 154","1"
"Nsmce2","68501","Nsmce2","non-SMC element 2 homolog (MMS21, S. cerevisiae)","1"
"Calcrl","54598","Calcrl","calcitonin receptor-like","1"
"Olfr935","258741","Olfr935","olfactory receptor 935","1"
"Syn3","27204","Syn3","synapsin III","1"
"Rnase2b","NA","NA","NA","0"
"Olfr222","257962","Olfr222","olfactory receptor 222","1"
"Olfr39","258822","Olfr39","olfactory receptor 39","1"
"Sohlh1","227631","Sohlh1","spermatogenesis and oogenesis specific basic helix-loop-helix 1","1"
"Rhox3e","100135657","Rhox3e","reproductive homeobox 3E","1"
"Krtap8-1","16703","Krtap8-1","keratin associated protein 8-1","1"
"Clec4a4","474145","Clec4a4","C-type lectin domain family 4, member a4","1"
"Gm7361","664837","Gm7361","predicted gene 7361","1"
"Rnase11","497113","Rnase11","ribonuclease, RNase A family, 11 (non-active)","1"
"Reg1","19692","Reg1","regenerating islet-derived 1","1"
"Stfa2l1","268885","Stfa2l1","stefin A2 like 1","1"
"4930524N10Rik","75071","4930524N10Rik","RIKEN cDNA 4930524N10 gene","1"
"Krt4","16682","Krt4","keratin 4","1"
"Taf1b","21340","Taf1b","TATA box binding protein (Tbp)-associated factor, RNA polymerase I, B","1"
"Cdh24","239096","Cdh24","cadherin-like 24","1"
"Olfr108","258457","Olfr108","olfactory receptor 108","1"
"Zfp637","232337","Zfp637","zinc finger protein 637","1"
"1700020N15Rik","75509","1700020N15Rik","RIKEN cDNA 1700020N15 gene","1"
"Akap17b","338351","Akap17b","A kinase (PRKA) anchor protein 17B","1"
"Rcan3","53902","Rcan3","regulator of calcineurin 3","1"
"Flot1","14251","Flot1","flotillin 1","1"
"Olfr1385","258027","Olfr1385","olfactory receptor 1385","1"
"Ndufs8","225887","Ndufs8","NADH dehydrogenase (ubiquinone) Fe-S protein 8","1"
"Myl3","17897","Myl3","myosin, light polypeptide 3","1"
"Kcnh7","170738","Kcnh7","potassium voltage-gated channel, subfamily H (eag-related), member 7","1"
"Fdps","110196","Fdps","farnesyl diphosphate synthetase","1"
"Olfr767","258315","Olfr767","olfactory receptor 767","1"
"Taar2","209512","Taar2","trace amine-associated receptor 2","1"
"Olfr682-ps1","258187","Olfr682-ps1","olfactory receptor 682, pseudogene 1","1"
"Slx1b","75764","Slx1b","SLX1 structure-specific endonuclease subunit homolog B (S. cerevisiae)","1"
"Rps26-ps1","100042812","Rps26-ps1","ribosomal protein S26, pseudogene 1","1"
"Nrm","106582","Nrm","nurim (nuclear envelope membrane protein)","1"
"Eif4a1","13681","Eif4a1","eukaryotic translation initiation factor 4A1","1"
"Rgs3","50780","Rgs3","regulator of G-protein signaling 3","1"
"Atl2","56298","Atl2","atlastin GTPase 2","1"
"Fam159a","545667","Fam159a","family with sequence similarity 159, member A","1"
"AU019823","270156","AU019823","expressed sequence AU019823","1"
"Olfr847","258518","Olfr847","olfactory receptor 847","1"
"Dbp","13170","Dbp","D site albumin promoter binding protein","1"
"Gm16380","100038996","Gm16380","SIVA1, apoptosis-inducing factor pseudogene","1"
"Kprp","433619","Kprp","keratinocyte expressed, proline-rich","1"
"Sclt1","67161","Sclt1","sodium channel and clathrin linker 1","1"
"Rpl13-ps3","668182","Rpl13-ps3","ribosomal protein L13, pseudogene 3","1"
"Zfp874b","408067","Zfp874b","zinc finger protein 874b","1"
"Zfp341","228807","Zfp341","zinc finger protein 341","1"
"Gm11567","670533","Gm11567","predicted gene 11567","1"
"Suv420h2","232811","Suv420h2","suppressor of variegation 4-20 homolog 2 (Drosophila)","1"
"Kcng2","240444","Kcng2","potassium voltage-gated channel, subfamily G, member 2","1"
"Hydin","244653","Hydin","HYDIN, axonemal central pair apparatus protein","1"
"Ntng1","80883","Ntng1","netrin G1","1"
"Olfr826","258671","Olfr826","olfactory receptor 826","1"
"Olfr1393","258463","Olfr1393","olfactory receptor 1393","1"
"Tnip2","231130","Tnip2","TNFAIP3 interacting protein 2","1"
"Olfr960","258276","Olfr960","olfactory receptor 960","1"
"Olfr1029","258154","Olfr1029","olfactory receptor 1029","1"
"Olfr603","259073","Olfr603","olfactory receptor 603","1"
"Zfp422","67255","Zfp422","zinc finger protein 422","1"
"Irak4","266632","Irak4","interleukin-1 receptor-associated kinase 4","1"
"Olfr1507","57269","Olfr1507","olfactory receptor 1507","1"
"Ube4a","140630","Ube4a","ubiquitination factor E4A, UFD2 homolog (S. cerevisiae)","1"
"Tsks","22116","Tsks","testis-specific serine kinase substrate","1"
"Ptp4a3","19245","Ptp4a3","protein tyrosine phosphatase 4a3","1"
"Zfp930","234358","Zfp930","zinc finger protein 930","1"
"Dsc3","13507","Dsc3","desmocollin 3","1"
"Tmem40","94346","Tmem40","transmembrane protein 40","1"
"Adamts14","237360","Adamts14","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 14","1"
"Mug1","17836","Mug1","murinoglobulin 1","1"
"Olfr1265","258340","Olfr1265","olfactory receptor 1265","1"
"4930453N24Rik","67609","4930453N24Rik","RIKEN cDNA 4930453N24 gene","1"
"Unc5c","22253","Unc5c","unc-5 homolog C (C. elegans)","1"
"Grb2","14784","Grb2","growth factor receptor bound protein 2","1"
"Prh1","19131","Prh1","proline rich protein HaeIII subfamily 1","1"
"9430015G10Rik","230996","9430015G10Rik","RIKEN cDNA 9430015G10 gene","1"
"Serpinb12","71869","Serpinb12","serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12","1"
"Olfr119","258095","Olfr119","olfactory receptor 119","1"
"Hspa2","15512","Hspa2","heat shock protein 2","1"
"Ntm","235106","Ntm","neurotrimin","1"
"Zfp74","72723","Zfp74","zinc finger protein 74","1"
"Taok2","381921","Taok2","TAO kinase 2","1"
"Nptx2","53324","Nptx2","neuronal pentraxin 2","1"
"Fcrl1","229499","Fcrl1","Fc receptor-like 1","1"
"Atxn7l3","217218","Atxn7l3","ataxin 7-like 3","1"
"Olfr484","258492","Olfr484","olfactory receptor 484","1"
"Chpt1","212862","Chpt1","choline phosphotransferase 1","1"
"Kif13b","16554","Kif13b","kinesin family member 13B","1"
"Olfr121","258622","Olfr121","olfactory receptor 121","1"
"Gm10073","100042734","Gm10073","ribosomal protein, large, P1 pseudogene","1"
"Vmn1r213","171249","Vmn1r213","vomeronasal 1 receptor 213","1"
"Olfr317","257931","Olfr317","olfactory receptor 317","1"
"H2afj","232440","H2afj","H2A histone family, member J","1"
"Ctf2","244218","Ctf2","cardiotrophin 2","1"
"Rpl3","27367","Rpl3","ribosomal protein L3","1"
"Dhps","330817","Dhps","deoxyhypusine synthase","1"
"Tmem26","327766","Tmem26","transmembrane protein 26","1"
"Olfr235","258681","Olfr235","olfactory receptor 235","1"
"Olfr193","257972","Olfr193","olfactory receptor 193","1"
"Alox5ap","11690","Alox5ap","arachidonate 5-lipoxygenase activating protein","1"
"Defa26","626708","Defa26","defensin, alpha, 26","1"
"Psma3","19167","Psma3","proteasome (prosome, macropain) subunit, alpha type 3","1"
"Hist1h2aa","319163","Hist1h2aa","histone cluster 1, H2aa","1"
"Olfr748","258113","Olfr748","olfactory receptor 748","1"
